"movie_odid","display_name","rating","reason"
"267120100","Love Me True","Not Rated",""
"267130100","New World Order","Not Rated",""
"267140100","Search Engines","Not Rated",""
"267190100","Bella e Perduta","Not Rated",""
"267240100","The Lost Arcade","Not Rated",""
"267250100","Blue Jay","Not Rated",""
"267290100","Line Walker","Not Rated",""
"267340100","Girls und Panzer The FILM","Not Rated",""
"267360100","On Meditation","Not Rated",""
"267440100","Daughters of the Dust","Not Rated",""
"267450100","Apprentice","Not Rated",""
"267460100","Cross Wars","R","for violence."
"267500100","The Monster","R","for language and some violence/terror."
"267610100","Cameraperson","Not Rated",""
"267650100","Little Sister","Not Rated",""
"267670100","Portret van een tuin","Not Rated",""
"267680100","Gimme Danger","R","for drug content and language."
"267770100","Tunnel","Not Rated",""
"267780100","The Fourth Phase","Not Rated",""
"267800100","A Small Good Thing","Not Rated",""
"267810100","A Flying Jatt","Not Rated",""
"267820100","Space Dogs: Adventure to the Moon","G",""
"267830100","Ignacio de Loyola","Not Rated",""
"267840100","Maalik","PG-13",""
"267850100","The Ruins of Lifta","Not Rated",""
"267900100","Love Thy Nature","Not Rated",""
"267910100","Grace of Jake","Not Rated",""
"267920100","Happy Bhaag Jayegi","Not Rated",""
"267990100","Interrogation","R","for language, nude images and brief drug use."
"268000100","A Taste of Honey","Not Rated","NULL"
"268090100","Replicas","PG-13","for thematic material, violence, disturbing images, some nudity and sexual references."
"268130100","The Heart of Man","PG-13","for mature thematic material involving sexual issues and for some violent images."
"268210100","From Nowhere","Not Rated",""
"268220100","David Brent: Life on the Road","Not Rated","NULL"
"268260100","Barbie: Star Light Adventure","Not Rated",""
"268270100","La Notte","Not Rated",""
"268290100","Dog Eat Dog","Not Rated",""
"268330100","Sudden Fear","Not Rated",""
"268410100","La Nouvelle Vie de Paul Sneijder","Not Rated",""
"268490100","Mr. Church","PG-13","for thematic elements."
"268510100","Cardboard Boxer","Not Rated",""
"268530100","Paris pieds nus","Not Rated",""
"268540100","King Cobra","PG-13",""
"268560100","Brother Nature","R","for some sexual references and drug content."
"268570100","Girl Asleep","Not Rated",""
"268580100","Newtown","Not Rated",""
"268590100","Aquarius","Not Rated",""
"268610100","The Magnificent Seven","Not Rated","Approved"
"268660100","Contract to Kill","R","for violence, language and brief sexuality."
"268690100","Victor","PG-13","for mature thematic material involving drug abuse, and some violence."
"268700100","La Leyenda del Chupacabras","PG","for action/scary images and brief smoking."
"268720100","I Belonged to You","Not Rated",""
"268730100","Seed: The Untold Story","Not Rated",""
"268740100","Ma vie de Courgette","PG-13","for thematic elements and suggestive material."
"268810100","Ae Dil Hai Mushkil","Not Rated",""
"268860100","Railroad Tigers","Not Rated",""
"268910100","Iru Mugan","Not Rated",""
"268920100","Freaky Ali","Not Rated",""
"268930100","Janaan","Not Rated",""
"268940100","The Neighbor","R","for language, sexual content, brief violence and drug use."
"268950100","Fishes 'n Loaves: Heaven Sent","PG","for brief suggestive material."
"268960100","Kate Plays Christine","Not Rated",""
"268970100","Generation Found","Not Rated",""
"269000100","Center Stage: On Pointe","PG","for some language."
"269080100","Darkest Hour","PG-13","for some thematic material."
"269090100","Cock and Bull","Not Rated",""
"269100100","Cézanne Et Moi","R","for language, sexual references and nudity."
"269120100","Frantz","PG-13","for thematic elements including brief war violence."
"269180100","Green is Gold","R","for pervasive drug content, language throughout and some sexuality/nudity."
"269190100","Raw","R","for aberrant behavior, bloody and grisly images, strong sexuality, nudity, language and drug use/partying."
"269220100","Wolves at the Door","R","for violence, terror and some language."
"269230100","Reparation","Not Rated",""
"269240100","Victoria and Abdul","PG-13","for some thematic elements and language."
"269340100","Peter and the Farm","Not Rated",""
"269360100","One More Time with Feeling","Not Rated",""
"269440100","Actor in Law","Not Rated",""
"269450100","The Age of Shadows","Not Rated",""
"269460100","The Map Against the World","Not Rated",""
"269470100","Pink","Not Rated",""
"269480100","S Storm","Not Rated",""
"269500100","Baar Baar Dekho","Not Rated",""
"269520100","The Hunter’s Prayer","R","for violence, drug use and language."
"269540100","Laavor et hakir","PG","for thematic elements."
"269550100","I Am not Madame Bovary","Not Rated",""
"269560100","American Assassin","R","for language throughout, sexual content, drug use and some nudity."
"269570100","Made in France","Not Rated",""
"269600100","Zangiku monogatari","Not Rated",""
"269620100","Operation Mekong","Not Rated",""
"269680100","Slava","Not Rated",""
"269690100","A.C.O.R.N.S.: Operation Crackdown","PG","for rude humor."
"269700100","Wszystkie Nieprzespane Noce","R","for language and smoking throughout, drug use and some sexuality/graphic nudity."
"269710100","Pet","R","for strong bloody violence, some grisly images, language and brief sexuality."
"269720100","Spin Out","R","for language including sexual references."
"269810100","Their Finest","R","for some language and a scene of sexuality."
"269830100","A Quiet Passion","PG-13","for thematic elements, disturbing images and brief suggestive material."
"269860100","Chang Jiang Tu","Not Rated",""
"269910100","The Unspoken","Not Rated",""
"269950100","Réparer les vivants","Not Rated",""
"269970100","Banjo","Not Rated",""
"269980100","Generation Startup","Not Rated",""
"269990100","Ek Hazarachi Note","Not Rated",""
"270000100","Chicken People","Not Rated",""
"270040100","Batman: Return of the Caped Crusaders","PG","for action, suggestive material and rude humor"
"270130100","3 Weeks in Yerevan","Not Rated",""
"270150100","Elephant Kingdom","PG","for violence, peril, thematic elements and rude humor."
"270210100","The Rift","R","NULL"
"270230100","Come and Find Me","R","for language and some violence."
"270240100","El Jeremías","PG-13","for thematic elements, some drug content and a rude gesture."
"270250100","The Hurt Business","PG-13","for thematic elements, sports violence, and language."
"270320100","Maya Angelou: And Still I Rise","Not Rated",""
"270370100","El Sur","Not Rated","NULL"
"270400100","It Had to be You","R","for some sexual content and language."
"270410100","Claire in Motion","Not Rated",""
"270420100","Home Again","PG-13","for some thematic and sexual material."
"270430100","Tommy’s Honour","PG","for thematic elements, some suggestive material, language and smoking."
"270440100","KEDi","Not Rated",""
"270590100","The Pit","R",""
"270610100","The Best Democracy Money Can Buy","Not Rated",""
"270620100","Ismach Hatani","Not Rated",""
"270630100","Le fils de Joseph","Not Rated",""
"270650100","People You May Know","Not Rated","*"
"270700100","Feed","PG-13","for disturbing thematic material, sexual content, language and drinking - all involving teens."
"270710100","Jeremiah Tower: The Last Magnificent","R","for language."
"270720100","Miss Saigon 25th Anniversary Performance","R","for sexual material, language and brief drug use."
"270750100","What Happened Last Night","R","for sexual material, some language and excessive drinking."
"270860100","Oasis: Supersonic","R","for pervasive language and some drug material."
"270970100","Footprints El Camino de tu Vida","PG","for thematic elements and some language."
"270990100","Auto Shop of Horrors","Not Rated",""
"271010100","The Girl with all the Gifts","R","for disturbing violence/bloody images, and for language."
"271060100","Baden Baden","Not Rated",""
"271090100","Asura : The City of Madness","Not Rated",""
"271190100","Homeland: Iraq Year Zero","NC-17",""
"271200100","Premam","Not Rated",""
"271240100","The Fiancé","Not Rated",""
"271300100","Disobedience","R","for some strong sexuality."
"271310100","The Mercy","Not Rated","NULL"
"271440100","The Duelist","R","for strong violence and some sexuality/nudity."
"271450100","Rester Vertical","Not Rated",""
"271460100","Mifune: The Last Samurai","Not Rated",""
"271490100","The Hollow","Not Rated",""
"271510100","Apple of My Eye","PG","for mild thematic elements."
"271540100","Eliminators","R","for violence, language and brief drug use."
"271550100","Justice League: Dark","R","for some disturbing violence."
"271560100","Roger Corman’s Death Race 2050","R","for violence and gore throughout, language, and some sexual material and nudity."
"271620100","The Uncondemned","Not Rated",""
"271630100","Disturbing the Peace","Not Rated",""
"271640100","Best Worst Thing That Ever Could Have Happened","Not Rated",""
"271650100","I, Daniel Blake","R","for language."
"271710100","The Comedian","R","for crude sexual references and language throughout."
"271880100","Leokki","Not Rated",""
"271910100","Fear, Inc.","R","for bloody horror violence, language throughout and some drug use."
"271940100","Jackie","R","for brief strong violence and some language."
"271990100","This Giant Papier-Mâché Boulder Is Actually Really Heavy","Not Rated",""
"272030100","O Ornitólogo","Not Rated",""
"272110100","3-4 x jûgatsu","Not Rated","NULL"
"272160100","Aardvark","PG-13","for mature thematic issues, language, some sexuality and violence."
"272170100","Max 2: White House Hero","PG","for some mild action/peril."
"272180100","No Pay, Nudity","R","for language throughout."
"272220100","La Danseuse","Not Rated",""
"272270100","War on Everyone","R","for violence, sexuality/nudity, drug use and pervasive language."
"272540100","I Am Not Your Negro","PG-13","for disturbing violent images, thematic material, language and brief nudity."
"272640100","Prooi","Not Rated","NULL"
"272720100","The Harry Potter IMAX Marathon","Not Rated",""
"272790100","(M)uchenik","Not Rated",""
"272920100","Ozzy","G",""
"272930100","L'Économie du Couple","Not Rated",""
"272960100","Michael Moore in TrumpLand","Not Rated",""
"272970100","Tanpopo","Not Rated",""
"272980100","Lords of Chaos","R","for strong brutal violence, disturbing behavior, grisly images, strong sexuality, nudity, and pervasive language."
"272990100","Kaashmora","Not Rated",""
"273000100","Hannah: Buddhism’s Untold Journey","Not Rated",""
"273010100","Burden","Not Rated",""
"273020100","XX","R","for horror violence, language and brief drug use."
"273030100","Brutti, sporchi e cattivi","Not Rated",""
"273040100","Detour","R","for some strong violence, sexual content, nudity, drug use, and language throughout."
"273070100","Mr. Donkey","Not Rated",""
"273090100","La Vida Inmoral de la Pareja Ideal","R","for sexual content, nudity, drug use and some language."
"273100100","Ism","Not Rated",""
"273120100","Dear Zindagi","Not Rated",""
"273130100","Befikre","Not Rated",""
"273220100","The Trail of Dracula","Not Rated","NULL"
"273230100","A Better Place","Not Rated","NULL"
"273260100","L’albero degli zoccoli","Not Rated",""
"273290100","Boy on a Dolphin","Not Rated",""
"273350100","The Return of Dracula","PG","for images of vampire violence.\nRe-Rating for 1997 MGM Home Entertainment Release"
"273400100","La Fille Inconnue","Not Rated",""
"273410100","Ali and Nino","Not Rated",""
"273420100","Believe","PG","for some violence, thematic elements and brief mild language."
"273470100","The Perfect Weapon","Not Rated",""
"273480100","Off the Rails","Not Rated",""
"273620100","In Pursuit of Silence","Not Rated",""
"273650100","Abattoir","R","for bloody horror violence, and language throughout."
"273760100","The Old Man and the Gun","PG-13","for brief strong language."
"273770100","The Jesus Rolls","R","for strong sexual content, language throughout and brief nudity."
"273790100","Yi ju ding yi wan ju","Not Rated",""
"273800100","The Charnel House","R","for some violence/bloody images."
"273840100","One Piece Film: Gold","Not Rated",""
"273870100","The Forgiven","R","for disturbing/violent content, and language throughout including some sexual references."
"273880100","The Watermelon Woman","Not Rated",""
"273910100","The Battle of the Sexes","Not Rated",""
"273930100","Wish for Christmas","PG","for some mild thematic elements."
"273950100","National Bird","Not Rated",""
"273970100","All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone","Not Rated",""
"273980100","Crd","Not Rated",""
"273990100","Anonymous","R","for language throughout including some sexual references, and a bloody image."
"274000100","The Hangman: Shepherds and Butchers","R","for disturbing and violent content."
"274020100","So B. It","PG-13","for some thematic elements."
"274080100","The Beguiled","R","for some sexuality."
"274090100","Spark: A Space Tail","PG","for some action and rude humor."
"274120100","Best and Most Beautiful Things","Not Rated",""
"274130100","Un Padre No Tan Padre","PG-13","for drug material, some language and partial nudity."
"274180100","The Case for Christ","PG","for thematic elements including medical descriptions of crucifixion, and incidental smoking."
"274390100","Ustav Republike Hrvatske","Not Rated",""
"274430100","The Vault","Not Rated",""
"274450100","A Dark Song","Not Rated",""
"274480100","Magnus","Not Rated",""
"274490100","Nightlights","Not Rated",""
"274630100","The Man Who Invented Christmas","PG","for thematic elements and some mild language."
"274640100","Powidoki","Not Rated",""
"274860100","A Star is Born","R","for language throughout, some sexuality/nudity and substance abuse."
"274870100","Everything, Everything","PG-13","for thematic elements and brief sensuality."
"274910100","Lazy Eye","Not Rated",""
"274950100","Uncle Howard","Not Rated",""
"274970100","Blood on the Mountain","Not Rated",""
"275180100","David Lynch: The Art Life","Not Rated",""
"275190100","No culpes al karma de lo que te pasa por gilipollas","R","for sexual content, some nudity, drug use and language."
"275200100","Force 2","Not Rated",""
"275300100","Chaar Sahibzaade 2: Rise of Banda Singh Bahadur","Not Rated",""
"275410100","Esteros","Not Rated",""
"275450100","The Crash","R","for language throughout."
"275470100","God Bless the Broken Road","PG","for thematic elements and some combat action."
"275480100","Robo-Dog: Airborne","G",""
"275570100","Rock On 2","Not Rated",""
"275640100","100 Streets","Not Rated",""
"275690100","Dangal","Not Rated",""
"275820100","Love & Taxes","Not Rated",""
"275920100","The Unmarried Wife","Not Rated",""
"275940100","El Auge Del Humano","Not Rated",""
"275960100","The C Word","Not Rated",""
"275970100","Belly of the Bulldog","Not Rated",""
"276070100","Chongtian Huo","Not Rated",""
"276080100","Lao shi","Not Rated",""
"276110100","Lovesong","Not Rated",""
"276190100","13th","Not Rated","NULL"
"276200100","Beyond Skyline","R","for sequences of bloody sci-fi violence, and language throughout."
"276230100","Measure of a Man","PG-13","for thematic content including some intense bullying, teen drinking and sexuality, and for language."
"276240100","Umi ga kikoeru","PG-13","for some thematic material."
"276250100","Vice","R","for language and some violent images."
"276290100","Sword Master","Not Rated",""
"276300100","Surf’s Up 2: Wavemania","PG","for some rude humor and mild action."
"276310100","We Don’t Belong Here","R","for language."
"276350100","Nerdland","Not Rated",""
"276380100","Sophie and the Rising Sun","R","for some sexuality and nudity."
"276400100","Dark Phoenix","PG-13","for intense sequences of sci-fi violence and action including some gunplay, disturbing images, and brief strong language."
"276440100","Kimi no na wa","PG","for thematic elements, suggestive content, brief language, and smoking."
"276480100","Mortal Engines","PG-13","for sequences of futuristic violence and action."
"276680100","Hyeong","Not Rated",""
"276720100","Kahaani 2","Not Rated",""
"276770100","Beyond the Gates","Not Rated",""
"276800100","Slash","Not Rated",""
"276810100","The Wall","R","for language throughout and some war violence."
"276880100","The Humanity Bureau","R","for violence."
"276940100","La Mort de Louis XIV","Not Rated",""
"276960100","Bar Bahar","Not Rated",""
"276980100","Mum’s List","Not Rated","NULL"
"277100100","Australian Made: The Movie","Not Rated","NULL"
"277110100","Accidental Courtesy: Daryl Davis, Race & America","Not Rated",""
"277120100","Polaroid","PG-13","for violence/terror, thematic elements, brief strong language, some teen drinking and drug material."
"277130100","Abominable","PG","for some action and mild rude humor."
"277140100","1898. Los últimos de Filipinas","R","for war violence, bloody images, drug use, sexuality/nudity and language."
"277160100","D’Ardennen","Not Rated",""
"277170100","Arise from Darkness","Not Rated",""
"277180100","Massacre on Aisle 12","Not Rated",""
"277220100","El Ángel Exterminador","Not Rated","NULL"
"277280100","Lady Macbeth","R","for some disturbing violence, strong sexuality/nudity, and language."
"277290100","The Dinner","R","for disturbing violent content, and language throughout."
"277300100","Xi You Fu Yao Pian","PG-13","for fantasy action violence, some suggestive content, rude humor and thematic elements."
"277320100","Show Dogs","PG","for suggestive and rude humor, language and some action."
"277320100","Show Dogs","PG","for suggestive and rude humor, language and some action.\nNOTE: EDITED VERSION. CONTENT IS DIFFERENT FROM SURRENDERED ""PG"" RATED VERSION, BULLETIN NO. 2529 (5/30/18). ONLY THIS EDITED VERSION IS RATED."
"277340100","First Kill","R","for violence and language."
"277350100","Wakefield","R","for some sexual material and language."
"277360100","6 Below: Miracle on the Mountain","PG-13","for thematic elements including drug addiction, some disturbing images and brief partial nudity."
"277600100","The Ghosts of Johnson Woods","Not Rated",""
"277650100","The Other Half","Not Rated",""
"277660100","The Bad Kids","Not Rated",""
"277680100","Spider-Man: Far From Home","PG-13","for sci-fi action violence, some language and brief suggestive comments."
"277680100","Spider-Man: Far From Home","PG-13","NOTE: EDITED VERSION. CONTENT IS DIFFERENT FROM ""PG-13"" RATED VERSION, BULLETIN NO. 2582 (6/12/2019)."
"277700100","I, Tonya","R","for pervasive language, violence, and some sexual content/nudity."
"277730100","A Trip to Unicorn Island","Not Rated","*"
"277770100","Steaming","R","NULL"
"277840100","Whitney","R","for language and drug content."
"277860100","God’s Own Country","Not Rated",""
"277880100","Car Dogs","R","for language throughout, including some sexual references."
"277950100","Jet Trash","Not Rated","NULL"
"277990100","A Trip to Jamaica","Not Rated",""
"278030100","Ok Jaanu","Not Rated",""
"278160100","Todos Queremos a Alguien","PG-13","for some sexual content and language."
"278200100","Poorna","Not Rated",""
"278230100","Abacus: Small Enough to Jail","Not Rated",""
"278250100","Obit","Not Rated",""
"278260100","La Region Salvaje","Not Rated",""
"278320100","Mal de Pierres","R","for some strong sexuality and graphic nudity."
"278380100","The Sunshine Makers","Not Rated",""
"278390100","Eloise","R","for language and horror violence."
"278480100","Slender Man","PG-13","for disturbing images, sequences of terror, thematic elements and language including some crude sexual references."
"278490100","He’s Out There","R","for horror violence, terror, and some language."
"278530100","Vazante","Not Rated",""
"278550100","Bigger, Fatter Liar","PG","for language and rude behavior."
"278560100","Black Butterfly","R","for language."
"278570100","The Devil’s Candy","Not Rated",""
"278650100","Panique","Not Rated",""
"278670100","Between Us","Not Rated",""
"278680100","Lost & Found","PG","for thematic elements, some violence and language."
"278690100","Master","Not Rated",""
"278700100","Retake","Not Rated",""
"278710100","The Ottoman Lieutenant","R","for some war violence."
"278830100","A Bad Moms Christmas","R","for crude sexual content and language throughout, and some drug use."
"278840100","Isle of Dogs","PG-13","for thematic elements and some violent images."
"278870100","Relève: Histoire d'une création","Not Rated",""
"278880100","Ballerina","PG","for some impolite humor, and action."
"279030100","Some Like It Hot","Not Rated",""
"279120100","A Different American Dream","Not Rated",""
"279130100","German Concentration Camps Factual Survey","Not Rated",""
"279140100","Vince Giordano: There’s a Future in the Past","Not Rated",""
"279160100","Tenemos La Carne","Not Rated",""
"279180100","My Father Die","Not Rated",""
"279200100","Córki dancingu","Not Rated",""
"279210100","Wo Shi Shei","PG-13","for martial arts action violence, some bloody images and brief suggestive humor."
"279250100","Disney’s Newsies: The Broadway Musical","PG","for some language, mild action and smoking images."
"279260100","Wind River","R","for strong violence, a rape, disturbing images, and language."
"279270100","Stray Bullets","Not Rated",""
"279280100","Enas Allos Kosmos","Not Rated",""
"279430100","Sgt. Stubby: An American Hero","PG","for war action and some thematic elements."
"279440100","The Freedom to Marry","Not Rated",""
"279460100","Norman: The Moderate Rise and Tragic Fall of a New York Fixer","R","for some language."
"279470100","Paris Can Wait","PG","for thematic elements, smoking and some language."
"279480100","Saving Banksy","Not Rated",""
"279500100","Raees","Not Rated",""
"279510100","Buddies in India","Not Rated",""
"279520100","Sarvann","Not Rated",""
"279530100","La Trilogie Marseillaise","Not Rated",""
"279540100","Whisky Galore","Not Rated",""
"279570100","Call Me by Your Name","R","for sexual content, nudity and some language."
"279580100","The Levelling","R","for language and brief nudity."
"279650100","Les fausses confidences","Not Rated",""
"279670100","All Nighter","R","for language throughout, sexual material, drug content and brief nudity."
"279680100","Awakening the Zodiac","R","for violence and language."
"279690100","Km31-2","R","for horror violence and terror."
"279700100","Mom & Dad","R","for disturbing horror violence, language throughout, some sexual content/nudity and teen drug use."
"279720100","Swan Princess: Royally Undercover","G",""
"279830100","Poesia Sin Fin","Not Rated",""
"279980100","Because I Love You","Not Rated",""
"280030100","Fast Color","PG-13","for a scene of violence and brief strong language."
"280040100","Berlin Syndrome","R","for disturbing violent content, strong sexuality, nudity and some language."
"280150100","Mimosas","Not Rated",""
"280160100","Royahaye dame sobh","Not Rated",""
"280190100","Goosebumps 2: Haunted Halloween","PG","for scary creature action and images, some thematic elements, rude humor and language."
"280200100","A Cowgirl’s Story","PG","for thematic elements."
"280210100","Don’t Hang Up","R","for disturbing violence, and language including sexual references."
"280220100","The Marine 5: Battleground","R","for strong violence, and for language."
"280240100","Boonie Bears: Entangled Worlds","G","NULL"
"280270100","Confidential Assignment","Not Rated",""
"280280100","The Kid Detective","R","for language, drug use, some sexual references, brief nudity and violence."
"280360100","An Inconvenient Sequel","PG","for thematic elements and some troubling images."
"280470100","Gong fu yu jia","Not Rated",""
"280480100","The Big Sick","R","for language including some sexual references."
"280490100","Novitiate","R","for language, some sexuality and nudity."
"280510100","Churchill","PG","for thematic elements, brief war images, historical smoking throughout, and some language."
"280520100","Trophy","Not Rated",""
"280760100","Havenhurst","Not Rated",""
"280770100","Emily","Not Rated",""
"280790100","Anatahan","Not Rated",""
"280800100","Chapter & Verse","R","for language, drug use, some violence and sexuality."
"280810100","American Fable","Not Rated",""
"280820100","Suntan","Not Rated",""
"280830100","Can You Ever Forgive Me?","R","for language including some sexual references, and brief drug use."
"280940100","A Mermaid’s Tale","G",""
"280950100","Slamma Jamma","PG","for thematic elements, some violence and language."
"280960100","You Can’t Have It","R","for sexual content and some violence."
"280970100","Daddy’s Home 2","PG-13","for suggestive material and some language."
"280980100","Menashe","PG","for thematic elements."
"280990100","Unrest","Not Rated",""
"281000100","I Called Him Morgan","Not Rated",""
"281010100","The Institute","R",""
"281040100","Keep Quiet","Not Rated",""
"281060100","Carousel","Not Rated","Approved"
"281090100","The Ritual","Not Rated","NULL"
"281100100","Dina","Not Rated",""
"281110100","Dragged Across Concrete","R","for strong violence, grisly images, language, and some sexuality/nudity."
"281120100","Mudbound","R","for some disturbing violence, brief language and nudity."
"281220100","Stockholm","R","for language and brief violence."
"281230100","Brigsby Bear","PG-13","for thematic elements, brief sexuality, drug material and teen partying."
"281240100","Dayveon","Not Rated",""
"281250100","Killing Ground","R",""
"281260100","Dead Shack","R","for bloody violence/gore, language throughout, and some sexual references"
"281270100","The Little Hours","R","for graphic nudity, sexual content and language."
"281280100","Legion of Brothers","Not Rated",""
"281300100","Vezir Parmagi","Not Rated",""
"281320100","Der Wald vor lauter Bäumen","Not Rated",""
"281340100","Mostly Sunny","Not Rated",""
"281350100","Cheng feng po lang","Not Rated",""
"281360100","Badrinath Ki Dulhania","Not Rated",""
"281410100","The Jazz Funeral","Not Rated",""
"281510100","Band Aid","R","for language throughout, sexual content, drug use and some nudity."
"281600100","Akron","Not Rated",""
"281630100","Proud Mary","R","for violence."
"281640100","Ghosts of War","R","for strong bloody violence, disturbing and grisly images, language and brief nude images."
"281680100","Mean Dreams","R","for some violence and language."
"281690100","My Entire High School Sinking Into the Sea","PG-13","for some images of peril, sexual references and drug material."
"281700100","Holmes & Watson","PG-13","for crude sexual material, some violence, language and drug references."
"281720100","Buster’s Mal Heart","Not Rated",""
"281750100","Citizen Jane: Battle for the City","Not Rated",""
"281760100","It Comes at Night","R","for violence, disturbing images, and language."
"281770100","Slice","R","for bloody violence, language, some drug material and nude images."
"281780100","A Ghost Story","R","for brief language and a disturbing image."
"281790100","The Lovers","R","for sexuality and language."
"281820100","Le Fidèle","R","for some strong sexuality, nudity, violence, and for language."
"281830100","Prevenge","Not Rated",""
"281850100","Blind","R","for language including some sexual references, and brief drug use."
"281900100","Jolly LLB 2","Not Rated",""
"281940100","Una mujer fantástica","R","for language, sexual content, nudity and a disturbing assault."
"281960100","Leaning into the Wind","PG","for brief language."
"281980100","Bel Canto","Not Rated","NULL"
"282000100","Night Hunter","R","for disturbing and violent content, language throughout, and some sexual references."
"282010100","Champion","PG","for thematic material."
"282050100","2017 Oscar Shorts","Not Rated",""
"282070100","Manifesto","Not Rated",""
"282080100","Inxeba","Not Rated",""
"282100100","Kill Switch","R","for language and some violence."
"282120100","Human Flow","PG-13","for thematic material including a disturbing image."
"282140100","In Loco Parentis","PG-13","for brief strong language, and smoking."
"282150100","Darkness Rising","Not Rated",""
"282160100","Escape Room","R","for horror violence, language throughout, nudity and some sexual material."
"282170100","Escape Room","R","for horror violence and language."
"282190100","Blaze","R","for language throughout, some sexual content and drug use."
"282210100","Phillauri","Not Rated",""
"282230100","Game Night","R","for language, sexual references and some violence."
"282240100","Phoenix Forgotten","PG-13","for terror, peril and some language."
"282380100","The Settlers","Not Rated",""
"282390100","Junction 48","Not Rated",""
"282440100","Ve Si Sai Gon","Not Rated",""
"282480100","Bedeviled","R","for terror, language and some sexual material."
"282490100","The Evil in Us","Not Rated","*"
"282500100","The Death of Stalin","R","for language throughout, violence and some sexual references."
"282520100","Alive and Kicking","Not Rated",""
"282530100","Stefan Zweig: Farewell to Europe","Not Rated",""
"282560100","Restless Creature: Wendy Whelan","Not Rated",""
"282580100","Uncertain","Not Rated",""
"282590100","Past Life","Not Rated",""
"282620100","Teen Titans: The Judas Contract","PG-13","for some violence, suggestive material and language"
"282680100","Logan Lucky","PG-13","for language and some crude comments."
"282710100","The First Purge","R","for strong disturbing violence throughout, pervasive language, some sexuality and drug use."
"282720100","Hymyilevä mies","PG",""
"282770100","Zama","Not Rated",""
"282780100","The Nun","R","for terror, violence, and disturbing/bloody images."
"282790100","Donald Cried","Not Rated",""
"282800100","Grey Lady","R","for violence and brief language."
"282860100","Mildred Pierce","Not Rated",""
"282910100","Cô H?u Gái","Not Rated",""
"282980100","Dragonheart: Battle for the Heartfire","PG-13","for violence."
"282990100","Grow House","R","for drug use and language throughout, including some sexual references."
"283000100","Pray for Rain","PG-13","for thematic elements and some violence."
"283010100","Resident Evil: Vendetta","R","for bloody violence throughout."
"283020100","Sueño en otro idioma","Not Rated",""
"283050100","Step","PG","for thematic elements and some language."
"283140100","The B-Side","R","for some graphic nude images and brief language."
"283180100","1945","Not Rated",""
"283210100","The Healer","Not Rated",""
"283260100","Mission Control: The Unsung Heroes of Apollo","Not Rated",""
"283280100","Cut to the Chase","Not Rated",""
"283290100","Who’s Crazy","Not Rated",""
"283400100","Wish Upon","PG-13","for violent and disturbing images, thematic elements and language."
"283540100","3 Idiotas","PG-13","for some rude humor and brief strong language."
"283600100","Kill ’em All","R","for violence and language."
"283610100","Lady Bloodfight","R","for brutal violence and some language."
"283620100","Pure Country Pure Heart","PG","for mild thematic elements and language."
"283730100","Psiconautas, los niños olvidados","Not Rated",""
"283740100","Tim Timmerman: Hope of America","PG-13","for brief drug content and suggestive material."
"283750100","Haebing","Not Rated",""
"283840100","It’s Not Yet Dark","Not Rated",""
"283850100","The Paris Opera","Not Rated",""
"283900100","Ugetsu monogatari","Not Rated",""
"283910100","The Transfiguration","Not Rated",""
"283920100","Shot! The Psycho-Spiritual Mantra of Rock","Not Rated",""
"283930100","The Prison","Not Rated",""
"283940100","Mr. Chibbs","Not Rated",""
"283950100","Ang Babaeng Humayo","Not Rated",""
"283960100","Vincent n Roxxy","R","for brutal bloody violence, language throughout, some strong sexual content, nudity, and brief drug use."
"283990100","The Post","PG-13","for language and brief war violence."
"284000100","Take Me","Not Rated",""
"284030100","Resistance","Not Rated","NULL"
"284100100","First Man","PG-13","for some thematic content involving peril, and brief strong language."
"284110100","Julian Schnabel: A Private Portrait","Not Rated",""
"284120100","Super Dark Times","Not Rated",""
"284140100","Money","R","for language throughout, drug use and some violence."
"284170100","City of Ghosts","R","for disturbing violent content, and some language."
"284230100","God’s Not Dead: A Light in Darkness","PG","for thematic elements including some violence and suggestive material"
"284240100","Samson","PG-13","for violence and battle sequences."
"284250100","A Kind of Loving","G",""
"284260100","Alone in Berlin","R","for brief violence"
"284290100","Viceroy’s House","Not Rated",""
"284350100","A Stork's Journey","PG","for some mild peril."
"284400100","Den of Thieves","R","for violence, language and some sexuality/nudity."
"284410100","Lemon","Not Rated",""
"284420100","Porto","Not Rated",""
"284430100","Gemini","R","for pervasive language, and a violent image."
"284440100","Walk with me","Not Rated",""
"284460100","Qing mei zhu ma","Not Rated",""
"284480100","A Woman, A Part","Not Rated",""
"284510100","Chuck","R","for language throughout, drug use, sexuality/nudity and some bloody images."
"284520100","House on Willow Street","Not Rated",""
"284530100","Une Vie","Not Rated",""
"284540100","The Hero","R","for drug use, language and some sexual content."
"284550100","Love, Sweat & Tears","Not Rated",""
"284560100","The Girl in the Spider’s Web","R","for violence, language and some sexual content/nudity."
"284580100","Landline","R","for sexual content, language and drug use."
"284590100","Kodachrome","Not Rated",""
"284630100","Canoa","Not Rated","NULL"
"284710100","Open Water 3: Cage Dive","R","for language and some bloody images."
"284730100","The Show","R","for disturbing and violent content involving suicides, language throughout and brief drug use."
"284750100","The Nightingale","R","for strong violent and disturbing content including rape, language throughout, and brief sexuality."
"284760100","Berlin, I Love You","R","for language, some sexual content and brief nudity."
